#cells    L L_thr AUROC   time#cells    L L_thr AUROC   time

   373 	  100 	   50 	 0.51769 	 445.94
   373 	  100 	   50 	 0.51692 	 432.95
   373 	  100 	   50 	 0.52019 	 420.38
   373 	  100 	   50 	 0.53001 	 417.28
   373 	  100 	   50 	 0.53750 	 417.84
   373 	  100 	   50 	 0.53219 	 415.64
   373 	  100 	   50 	 0.53475 	 3054.51
   373 	  100 	   50 	 0.53321 	 424.40
   373 	  100 	   50 	 0.52509 	 416.41
   373 	  100 	   50 	 0.52628 	 419.14
   373 	  100 	    2 	 0.52279 	  16.98
   373 	  100 	    2 	 0.54533 	  17.18
   373 	  100 	    2 	 0.55575 	  17.08
   373 	  100 	    2 	 0.51160 	  21.78
   373 	  100 	    2 	 0.54907 	  17.66
   373 	  100 	    2 	 0.55490 	  17.09
   373 	  100 	    2 	 0.53891 	  17.22
   373 	  100 	    2 	 0.55161 	  17.10
   373 	  100 	    2 	 0.53606 	  17.12
   373 	  100 	    2 	 0.50359 	  17.42
   373 	  100 	    2 	 0.51075 	  17.09
   373 	  100 	    2 	 0.50003 	  17.22
   373 	  100 	    2 	 0.49340 	  17.10
   373 	  100 	    2 	 0.52145 	  17.24
   373 	  100 	    2 	 0.53315 	  17.11
   373 	  100 	    2 	 0.54595 	  17.34
   373 	  100 	    2 	 0.53981 	  17.21
   373 	  100 	    2 	 0.51479 	  17.23
   373 	  100 	    2 	 0.53506 	  17.20
   373 	  100 	    2 	 0.53442 	  17.21
   373 	  100 	    2 	 0.55153 	  17.21
   373 	  100 	    2 	 0.48603 	  17.24
   373 	  100 	    2 	 0.53591 	  17.21
   373 	  100 	    2 	 0.46877 	  17.22
   373 	  100 	    2 	 0.54421 	  17.11
   373 	  100 	    2 	 0.48509 	  17.20
   373 	  100 	    2 	 0.55695 	  17.13
   373 	  100 	    2 	 0.50402 	  17.09
   373 	  100 	    2 	 0.54303 	  17.09
   373 	  100 	    2 	 0.54566 	  17.20
   373 	  100 	    2 	 0.54284 	  17.13
   373 	  100 	    2 	 0.55230 	  17.11
   373 	  100 	    2 	 0.54706 	  17.11
   373 	  100 	    2 	 0.52306 	  17.31
   373 	  100 	    2 	 0.51615 	  17.23
   373 	  100 	    2 	 0.50278 	  17.30
   373 	  100 	    2 	 0.56169 	  16.99
   373 	  100 	    2 	 0.50436 	  17.11
   373 	  100 	    2 	 0.54216 	  17.08
   373 	  100 	    2 	 0.54520 	  17.10
   758 	  100 	   50 	 0.55172 	 485.19
   758 	  100 	   50 	 0.55295 	 482.24
   758 	  100 	   50 	 0.54369 	 477.33
   758 	  100 	   50 	 0.54901 	 479.19
   758 	  100 	   50 	 0.54725 	 482.78
   758 	  100 	   50 	 0.54825 	 479.62
   758 	  100 	   50 	 0.55378 	 479.44
   758 	  100 	   50 	 0.55043 	 482.26
   758 	  100 	   50 	 0.55221 	 481.77
   758 	  100 	   50 	 0.55297 	 479.59
   758 	  100 	   50 	 0.55155 	 479.33
   758 	  100 	   50 	 0.54891 	 484.22
   758 	  100 	   50 	 0.55188 	 485.11
   758 	  100 	   50 	 0.55377 	 484.71
   758 	  100 	   50 	 0.55163 	 483.99
   758 	  100 	   50 	 0.54854 	 483.63
   758 	  100 	   50 	 0.55408 	 483.15
   758 	  100 	   50 	 0.54832 	 485.01
   758 	  100 	   50 	 0.55071 	 485.03
   758 	  100 	   50 	 0.54847 	 482.09
